Accession,Description,GeneName,Peptides,PSMs,AAs,MW.kDA,pI,QuantifyingPSMs,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64
Q96DG6,Carboxymethylenebutenolidase homolog OS=Homo sapiens GN=CMBL PE=1 SV=1,CMBL,44,189,245,28.03,7.18,83,0.999,0.985,1.012,0.946,0.811,0.534,0.33,0.178,0.118,0.102
Q96DH6,RNA-binding protein Musashi homolog 2 OS=Homo sapiens GN=MSI2 PE=1 SV=1,MSI2,28,88,328,35.174,8.48,36,0.999,0.981,0.898,0.701,0.443,0.239,0.137,0.105,0.09,0.094
Q96DI7,U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens GN=SNRNP40 PE=1 SV=1,SNRNP40,24,87,357,39.286,8.1,40,0.999,0.993,0.945,0.829,0.619,0.332,0.181,0.133,0.108,0.105
Q96DN5,TBC1 domain family member 31 OS=Homo sapiens GN=TBC1D31 PE=2 SV=2,TBC1D31,1,2,1066,124.111,8.62,1,0.999,0.993,1.008,0.839,0.773,0.569,0.444,0.293,0.228,0.179
Q96DP5,"Methionyl-tRNA formyltransferase, mitochondrial OS=Homo sapiens GN=MTFMT PE=1 SV=2",MTFMT,6,11,389,43.804,9.66,4,0.999,0.977,0.906,0.679,0.471,0.286,0.131,0.1,0.125,0.101
Q96DR4,StAR-related lipid transfer protein 4 OS=Homo sapiens GN=STARD4 PE=2 SV=1,STARD4,2,3,205,23.502,5.3,2,0.999,1.008,0.808,0.629,0.368,0.234,0.159,0.118,0.118,0.094
Q96DR7,Rho guanine nucleotide exchange factor 26 OS=Homo sapiens GN=ARHGEF26 PE=1 SV=4,ARHGEF26,15,28,871,97.285,8.95,12,0.999,0.988,0.863,0.569,0.426,0.256,0.177,0.133,0.12,0.116
Q96DT5,"Dynein heavy chain 11, axonemal OS=Homo sapiens GN=DNAH11 PE=1 SV=3",DNAH11,1,1,4523,520.711,6.44,1,0.999,0.903,0.908,0.859,0.723,0.629,0.454,0.433,0.338,0.379
Q96DT6,Cysteine protease ATG4C OS=Homo sapiens GN=ATG4C PE=1 SV=1,ATG4C,37,89,458,52.464,5.97,41,0.999,0.983,0.956,0.824,0.506,0.224,0.122,0.09,0.073,0.077
Q96DT7,Zinc finger and BTB domain-containing protein 10 OS=Homo sapiens GN=ZBTB10 PE=1 SV=2,ZBTB10,20,37,871,94.835,5.16,17,0.999,1.137,0.996,0.967,0.67,0.437,0.28,0.221,0.149,0.133
Q96DU7,Inositol-trisphosphate 3-kinase C OS=Homo sapiens GN=ITPKC PE=1 SV=1,ITPKC,1,2,683,75.16,5.14,1,0.999,1.023,0.768,0.529,0.443,0.339,0.154,0.123,0.108,0.129
Q96DU9,Polyadenylate-binding protein 5 OS=Homo sapiens GN=PABPC5 PE=2 SV=1,PABPC5,2,15,382,43.303,9.51,7,0.999,0.983,0.998,0.829,0.633,0.289,0.134,0.083,0.078,0.089
Q96DV4,"39S ribosomal protein L38, mitochondrial OS=Homo sapiens GN=MRPL38 PE=1 SV=2",MRPL38,39,133,380,44.568,7.53,60,0.999,0.958,0.889,0.718,0.504,0.234,0.115,0.096,0.073,0.084
Q96DX4,RING finger and SPRY domain-containing protein 1 OS=Homo sapiens GN=RSPRY1 PE=2 SV=1,RSPRY1,5,9,576,64.139,5.57,4,0.999,0.946,0.933,0.954,0.858,0.726,0.392,0.155,0.133,0.151
Q96DX7,Tripartite motif-containing protein 44 OS=Homo sapiens GN=TRIM44 PE=1 SV=1,TRIM44,8,17,344,38.448,4.21,9,0.999,1.016,1.081,1.049,0.993,0.799,0.641,0.496,0.428,0.362
Q96DZ1,Endoplasmic reticulum lectin 1 OS=Homo sapiens GN=ERLEC1 PE=1 SV=1,ERLEC1,1,2,483,54.823,6.28,1,0.999,0.823,0.948,0.929,0.933,0.919,0.754,0.613,0.518,0.579
Q96E09,Protein FAM122A OS=Homo sapiens GN=FAM122A PE=1 SV=1,FAM122A,17,44,287,30.51,6.79,21,0.999,1.048,1.066,0.999,0.849,0.602,0.406,0.299,0.235,0.244
Q96E11,"Ribosome-recycling factor, mitochondrial OS=Homo sapiens GN=MRRF PE=1 SV=1",MRRF,33,90,262,29.259,9.79,44,0.999,1.009,1.002,0.825,0.541,0.304,0.203,0.161,0.17,0.158
Q96E14,RecQ-mediated genome instability protein 2 OS=Homo sapiens GN=RMI2 PE=1 SV=2,RMI2,2,4,147,15.855,7.9,2,0.999,0.938,0.818,0.629,0.473,0.289,0.209,0.153,0.148,0.154
Q96E29,"mTERF domain-containing protein 1, mitochondrial OS=Homo sapiens GN=MTERFD1 PE=1 SV=2",MTERFD1,30,60,417,47.941,8.53,28,0.999,0.961,0.843,0.596,0.385,0.178,0.082,0.075,0.076,0.074
Q96E39,"RNA binding motif protein, X-linked-like-1 OS=Homo sapiens GN=RBMXL1 PE=1 SV=1",RBMXL1,19,72,390,42.116,9.89,1,0.999,0.883,0.778,0.809,0.463,0.259,0.184,0.213,0.158,0.199
Q96EA4,Protein Spindly OS=Homo sapiens GN=SPDL1 PE=1 SV=2,SPDL1,60,145,605,70.128,5.47,61,0.999,1.016,0.922,0.495,0.378,0.216,0.132,0.098,0.09,0.089
Q96EB1,Elongator complex protein 4 OS=Homo sapiens GN=ELP4 PE=1 SV=2,ELP4,43,108,424,46.558,8.51,41,0.999,1.028,0.978,0.893,0.715,0.573,0.441,0.316,0.25,0.203
Q96EB6,NAD-dependent protein deacetylase sirtuin-1 OS=Homo sapiens GN=SIRT1 PE=1 SV=2,SIRT1,71,199,747,81.63,4.67,94,0.999,0.97,0.976,0.859,0.599,0.236,0.117,0.08,0.073,0.084
Q96EC8,Protein YIPF6 OS=Homo sapiens GN=YIPF6 PE=2 SV=2,YIPF6,1,2,236,26.239,5.64,1,0.999,1.073,0.978,0.959,0.653,0.539,0.414,0.353,0.298,0.309
Q96ED9,Protein Hook homolog 2 OS=Homo sapiens GN=HOOK2 PE=1 SV=3,HOOK2,6,11,719,83.155,5.47,4,0.999,0.994,0.847,0.616,0.424,0.247,0.143,0.1,0.103,0.106
Q96EE3,Isoform B of Nucleoporin SEH1 OS=Homo sapiens GN=SEH1L,SEH1L,38,137,421,46.549,7.9,67,0.999,0.985,0.989,0.948,0.778,0.546,0.324,0.121,0.099,0.09
Q96EH3,Mitochondrial assembly of ribosomal large subunit protein 1 OS=Homo sapiens GN=MALSU1 PE=1 SV=1,MALSU1,13,39,234,26.153,5.49,18,0.999,1.043,1.066,1.039,0.798,0.596,0.362,0.195,0.11,0.086
Q96EH8,E3 ubiquitin-protein ligase NEURL3 OS=Homo sapiens GN=NEURL3 PE=2 SV=2,NEURL3,3,3,262,28.771,7.99,3,0.999,1.02,1.028,0.999,0.876,0.679,0.548,0.286,0.094,0.079
Q96EI5,Isoform 2 of Transcription elongation factor A protein-like 4 OS=Homo sapiens GN=TCEAL4,TCEAL4,63,367,358,40.553,7.36,174,0.999,0.968,0.997,0.919,0.88,0.727,0.693,0.662,0.605,0.556
Q96EK4,THAP domain-containing protein 11 OS=Homo sapiens GN=THAP11 PE=1 SV=2,THAP11,1,2,314,34.433,8.98,1,0.999,0.983,0.538,0.349,0.293,0.179,0.104,0.083,0.098,0.109
Q96EK5,KIF1-binding protein OS=Homo sapiens GN=KIAA1279 PE=1 SV=1,KIAA1279,72,254,621,71.768,5.49,106,0.999,0.997,0.9,0.611,0.356,0.195,0.102,0.084,0.079,0.086
Q96EK6,Glucosamine 6-phosphate N-acetyltransferase OS=Homo sapiens GN=GNPNAT1 PE=1 SV=1,GNPNAT1,35,229,184,20.736,7.99,110,0.999,0.981,1.013,0.951,0.891,0.739,0.624,0.505,0.278,0.114
Q96EK9,Protein KTI12 homolog OS=Homo sapiens GN=KTI12 PE=1 SV=1,KTI12,25,60,354,38.592,6.95,28,0.999,1.001,0.904,0.738,0.437,0.217,0.119,0.092,0.096,0.104
Q96EL2,"28S ribosomal protein S24, mitochondrial OS=Homo sapiens GN=MRPS24 PE=1 SV=1",MRPS24,16,45,167,19.003,9.38,19,0.999,0.982,0.901,0.777,0.51,0.217,0.096,0.077,0.08,0.097
Q96EL3,"39S ribosomal protein L53, mitochondrial OS=Homo sapiens GN=MRPL53 PE=1 SV=1",MRPL53,19,69,112,12.099,8.76,31,0.999,0.947,0.882,0.711,0.481,0.248,0.123,0.094,0.096,0.095
Q96EM0,Trans-L-3-hydroxyproline dehydratase OS=Homo sapiens GN=L3HYPDH PE=1 SV=2,L3HYPDH,34,93,354,38.113,6.68,45,0.999,0.981,1.027,0.942,0.842,0.635,0.46,0.266,0.143,0.102
Q96EN8,Molybdenum cofactor sulfurase OS=Homo sapiens GN=MOCOS PE=1 SV=2,MOCOS,38,90,888,98.058,6.7,44,0.999,1.02,0.98,0.919,0.775,0.555,0.363,0.196,0.142,0.119
Q96EP0,E3 ubiquitin-protein ligase RNF31 OS=Homo sapiens GN=RNF31 PE=1 SV=1,RNF31,12,23,1072,119.575,6.57,10,0.999,0.963,0.856,0.699,0.455,0.261,0.15,0.127,0.098,0.107
Q96EP1,E3 ubiquitin-protein ligase CHFR OS=Homo sapiens GN=CHFR PE=1 SV=2,CHFR,2,4,664,73.339,6.04,2,0.999,0.983,0.988,0.689,0.493,0.259,0.164,0.123,0.128,0.099
Q96EP5,DAZ-associated protein 1 OS=Homo sapiens GN=DAZAP1 PE=1 SV=1,DAZAP1,29,124,407,43.356,8.56,59,0.999,0.98,0.957,0.886,0.697,0.449,0.265,0.168,0.128,0.109
Q96EQ0,Small glutamine-rich tetratricopeptide repeat-containing protein beta OS=Homo sapiens GN=SGTB PE=1 SV=1,SGTB,33,126,304,33.408,4.92,55,0.999,0.977,0.986,0.923,0.726,0.418,0.183,0.111,0.098,0.104
Q96ER3,Protein SAAL1 OS=Homo sapiens GN=SAAL1 PE=1 SV=2,SAAL1,38,155,474,53.524,4.5,20,0.999,1.01,0.912,0.956,0.6,0.332,0.123,0.09,0.08,0.091
Q96ER9,Coiled-coil domain-containing protein 51 OS=Homo sapiens GN=CCDC51 PE=1 SV=2,CCDC51,1,2,411,45.783,8.19,1,0.999,0.923,1.048,0.909,0.933,0.899,1.104,0.973,0.678,0.309
Q96ES7,SAGA-associated factor 29 homolog OS=Homo sapiens GN=CCDC101 PE=1 SV=1,CCDC101,6,12,293,33.217,8.1,5,0.999,1.033,0.89,0.755,0.549,0.309,0.18,0.141,0.12,0.129
Q96ET8,Protein FAM18B2 OS=Homo sapiens GN=FAM18B2 PE=1 SV=3,FAM18B2,1,2,276,31.085,9.29,1,0.999,1.103,1.028,0.869,0.643,0.329,0.184,0.213,0.138,0.139
Q96EU6,Ribosomal RNA processing protein 36 homolog OS=Homo sapiens GN=RRP36 PE=1 SV=1,RRP36,5,11,259,29.805,10.17,4,0.999,0.898,0.953,1.034,1.148,0.979,0.774,0.423,0.303,0.204
Q96EV2,RNA-binding protein 33 OS=Homo sapiens GN=RBM33 PE=1 SV=3,RBM33,38,89,1170,129.906,6.93,40,0.999,0.99,0.886,0.762,0.561,0.378,0.245,0.182,0.144,0.141
Q96EV8,Dysbindin OS=Homo sapiens GN=DTNBP1 PE=1 SV=1,DTNBP1,7,33,351,39.468,4.67,15,0.999,1.013,0.978,0.949,0.743,0.549,0.304,0.183,0.118,0.119
Q96EW2,HSPB1-associated protein 1 OS=Homo sapiens GN=HSPBAP1 PE=1 SV=1,HSPBAP1,9,17,488,55.132,5.6,7,0.999,1.007,1.037,0.943,0.773,0.414,0.181,0.117,0.095,0.106
Q96EX1,Small integral membrane protein 12 OS=Homo sapiens GN=SMIM12 PE=2 SV=3,SMIM12,3,6,92,10.793,8.44,3,0.999,0.993,1.008,1.026,0.98,0.865,0.711,0.616,0.421,0.396
Q96EX3,WD repeat-containing protein 34 OS=Homo sapiens GN=WDR34 PE=1 SV=2,WDR34,8,15,536,57.764,6.64,7,0.999,1.063,1.007,0.832,0.527,0.306,0.159,0.093,0.09,0.09
Q96EY1,"DnaJ homolog subfamily A member 3, mitochondrial OS=Homo sapiens GN=DNAJA3 PE=1 SV=2",DNAJA3,25,52,480,52.456,9.26,25,0.999,0.91,0.7,0.475,0.338,0.193,0.109,0.095,0.091,0.097
Q96EY5,Multivesicular body subunit 12A OS=Homo sapiens GN=MVB12A PE=1 SV=1,MVB12A,14,53,273,28.765,8.91,26,0.999,1.025,0.943,0.772,0.376,0.177,0.086,0.07,0.058,0.076
Q96EY7,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial OS=Homo sapiens GN=PTCD3 PE=1 SV=3",PTCD3,79,305,689,78.5,6.42,140,0.999,0.995,0.923,0.789,0.498,0.197,0.096,0.071,0.065,0.074
Q96EY8,"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial OS=Homo sapiens GN=MMAB PE=1 SV=1",MMAB,33,171,250,27.371,8.6,82,0.999,1.017,1.008,0.988,0.852,0.673,0.505,0.352,0.25,0.182
Q96EY9,Probable inactive tRNA-specific adenosine deaminase-like protein 3 OS=Homo sapiens GN=ADAT3 PE=1 SV=1,ADAT3,14,26,351,38.046,7.88,13,0.999,0.976,0.984,0.9,0.736,0.481,0.333,0.252,0.202,0.15
Q96EZ8,Isoform 2 of Microspherule protein 1 OS=Homo sapiens GN=MCRS1,MCRS1,2,3,475,52.968,9.55,2,0.999,0.923,0.768,0.754,0.663,0.414,0.204,0.133,0.108,0.109
Q96F07,Isoform 2 of Cytoplasmic FMR1-interacting protein 2 OS=Homo sapiens GN=CYFIP2,CYFIP2,69,221,1253,145.579,7.05,29,0.999,0.997,0.968,0.923,0.736,0.495,0.224,0.103,0.091,0.099
Q96F10,Diamine acetyltransferase 2 OS=Homo sapiens GN=SAT2 PE=1 SV=1,SAT2,1,2,170,19.143,6.04,1,0.999,0.963,1.088,0.949,0.813,0.449,0.254,0.173,0.138,0.139
Q96F24,Nuclear receptor-binding factor 2 OS=Homo sapiens GN=NRBF2 PE=1 SV=1,NRBF2,25,56,287,32.358,5.87,28,0.999,0.994,0.988,0.903,0.763,0.5,0.326,0.204,0.164,0.155
Q96F44,E3 ubiquitin-protein ligase TRIM11 OS=Homo sapiens GN=TRIM11 PE=1 SV=2,TRIM11,27,73,468,52.741,5.69,28,0.999,1.019,0.967,0.865,0.532,0.274,0.156,0.123,0.118,0.112
Q96F45,Zinc finger protein 503 OS=Homo sapiens GN=ZNF503 PE=1 SV=1,ZNF503,30,108,646,62.516,8.7,51,0.999,0.98,0.973,0.917,0.818,0.677,0.586,0.528,0.486,0.452
Q96F46,Interleukin-17 receptor A OS=Homo sapiens GN=IL17RA PE=1 SV=2,IL17RA,3,5,866,96.061,5.21,2,0.999,0.988,0.903,0.909,0.673,0.429,0.424,0.228,0.223,0.204
Q96F63,Coiled-coil domain-containing protein 97 OS=Homo sapiens GN=CCDC97 PE=1 SV=1,CCDC97,23,66,343,38.923,4.59,32,0.999,0.974,0.897,0.737,0.517,0.31,0.207,0.169,0.171,0.173
Q96F85,CB1 cannabinoid receptor-interacting protein 1 OS=Homo sapiens GN=CNRIP1 PE=1 SV=1,CNRIP1,2,4,164,18.637,7.94,2,0.999,0.973,1.063,1.024,0.833,0.529,0.219,0.108,0.098,0.084
Q96F86,Enhancer of mRNA-decapping protein 3 OS=Homo sapiens GN=EDC3 PE=1 SV=1,EDC3,53,172,508,56.042,7.11,77,0.999,0.968,0.832,0.626,0.393,0.196,0.114,0.095,0.091,0.099
Q96FA3,E3 ubiquitin-protein ligase pellino homolog 1 OS=Homo sapiens GN=PELI1 PE=1 SV=2,PELI1,2,3,418,46.257,8.03,2,0.999,1.133,0.978,1.019,0.703,0.329,0.264,0.083,0.148,0.119
Q96FH0,Protein MEF2BNB OS=Homo sapiens GN=MEF2BNB PE=1 SV=1,MEF2BNB,9,18,119,13.395,5.8,9,0.999,1.088,1.019,0.945,0.848,0.557,0.426,0.188,0.119,0.132
Q96FJ2,"Dynein light chain 2, cytoplasmic OS=Homo sapiens GN=DYNLL2 PE=1 SV=1",DYNLL2,14,69,89,10.343,7.37,15,0.999,0.972,0.897,0.859,0.642,0.465,0.329,0.232,0.151,0.148
Q96FK6,WD repeat-containing protein 89 OS=Homo sapiens GN=WDR89 PE=1 SV=1,WDR89,44,113,387,43.187,6.13,55,0.999,0.991,1.014,0.995,0.942,0.753,0.527,0.256,0.145,0.127
Q96FN4,Copine-2 OS=Homo sapiens GN=CPNE2 PE=1 SV=3,CPNE2,2,6,548,61.151,6.07,1,0.999,0.933,0.858,0.809,0.643,0.379,0.224,0.203,0.138,0.129
Q96FN9,Probable D-tyrosyl-tRNA(Tyr) deacylase 2 OS=Homo sapiens GN=DTD2 PE=2 SV=1,DTD2,6,15,168,18.649,7.84,7,0.999,0.93,0.902,0.85,0.743,0.582,0.517,0.471,0.438,0.3
Q96FS4,Signal-induced proliferation-associated protein 1 OS=Homo sapiens GN=SIPA1 PE=1 SV=1,SIPA1,20,41,1042,112.08,6.6,18,0.999,1.01,0.925,0.735,0.517,0.284,0.173,0.158,0.143,0.121
Q96FT9,Intraflagellar transport protein 43 homolog OS=Homo sapiens GN=IFT43 PE=1 SV=3,IFT43,7,14,208,23.515,4.75,7,0.999,0.97,0.925,0.746,0.616,0.383,0.259,0.21,0.186,0.203
Q96FV9,THO complex subunit 1 OS=Homo sapiens GN=THOC1 PE=1 SV=1,THOC1,61,144,657,75.619,4.98,74,0.999,1.022,0.962,0.855,0.474,0.275,0.167,0.11,0.114,0.108
Q96FW1,Ubiquitin thioesterase OTUB1 OS=Homo sapiens GN=OTUB1 PE=1 SV=2,OTUB1,44,429,271,31.264,4.94,213,0.999,1.01,1.015,0.95,0.738,0.388,0.119,0.077,0.067,0.081
Q96FX7,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A OS=Homo sapiens GN=TRMT61A PE=1 SV=1,TRMT61A,24,62,289,31.362,7.36,33,0.999,0.962,0.953,0.889,0.763,0.576,0.399,0.234,0.132,0.106
Q96FZ2,UPF0361 protein C3orf37 OS=Homo sapiens GN=C3orf37 PE=1 SV=1,C3orf37,23,60,354,40.549,8.15,27,0.999,0.972,0.813,0.57,0.351,0.194,0.09,0.089,0.076,0.09
Q96FZ7,Charged multivesicular body protein 6 OS=Homo sapiens GN=CHMP6 PE=1 SV=3,CHMP6,9,20,201,23.47,5.31,7,0.999,0.997,1.079,0.947,0.829,0.61,0.498,0.321,0.232,0.18
Q96G01,Protein bicaudal D homolog 1 OS=Homo sapiens GN=BICD1 PE=1 SV=3,BICD1,17,40,975,110.682,5.81,9,0.999,1.015,1.06,0.873,0.503,0.261,0.151,0.12,0.112,0.112
Q96G03,Phosphoglucomutase-2 OS=Homo sapiens GN=PGM2 PE=1 SV=4,PGM2,129,719,612,68.24,6.73,324,0.999,0.951,0.986,0.95,0.918,0.779,0.699,0.592,0.43,0.289
Q96G04,Protein FAM86A OS=Homo sapiens GN=FAM86A PE=1 SV=2,FAM86A,12,18,330,36.892,6.05,6,0.999,1.003,1.031,0.936,0.643,0.305,0.134,0.093,0.091,0.102
Q96G21,U3 small nucleolar ribonucleoprotein protein IMP4 OS=Homo sapiens GN=IMP4 PE=1 SV=1,IMP4,5,9,291,33.736,9.47,3,0.999,1.01,1.081,1.119,0.576,0.292,0.151,0.123,0.111,0.109
Q96G25,Isoform 2 of Mediator of RNA polymerase II transcription subunit 8 OS=Homo sapiens GN=MED8,MED8,26,52,301,32.798,9.1,23,0.999,0.979,0.913,0.774,0.494,0.318,0.244,0.18,0.181,0.165
Q96G28,Isoform 2 of Coiled-coil domain-containing protein 104 OS=Homo sapiens GN=CCDC104,CCDC104,32,86,367,41.902,5.01,39,0.999,0.991,0.932,0.691,0.44,0.233,0.13,0.101,0.097,0.093
Q96G46,tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like OS=Homo sapiens GN=DUS3L PE=1 SV=2,DUS3L,55,139,650,72.548,8.05,61,0.999,0.978,0.955,0.791,0.546,0.308,0.198,0.145,0.125,0.107
Q96G61,Diphosphoinositol polyphosphate phosphohydrolase 3-beta OS=Homo sapiens GN=NUDT11 PE=1 SV=1,NUDT11,24,102,164,18.547,5.99,9,0.999,0.96,0.915,0.687,0.385,0.164,0.064,0.056,0.066,0.077
Q96G74,OTU domain-containing protein 5 OS=Homo sapiens GN=OTUD5 PE=1 SV=1,OTUD5,34,97,571,60.588,6.54,46,0.999,0.986,1.006,0.901,0.723,0.479,0.314,0.253,0.23,0.239
Q96GA3,Protein LTV1 homolog OS=Homo sapiens GN=LTV1 PE=1 SV=1,LTV1,54,169,475,54.821,4.91,73,0.999,0.95,0.848,0.648,0.379,0.175,0.098,0.077,0.08,0.086
Q96GA7,Serine dehydratase-like OS=Homo sapiens GN=SDSL PE=1 SV=1,SDSL,25,52,329,34.652,6.89,25,0.999,1.023,1.023,0.943,0.85,0.703,0.644,0.527,0.413,0.27
Q96GC5,"39S ribosomal protein L48, mitochondrial OS=Homo sapiens GN=MRPL48 PE=1 SV=2",MRPL48,22,88,212,23.92,8.98,39,0.999,0.96,0.894,0.657,0.425,0.138,0.048,0.053,0.06,0.072
Q96GD0,Pyridoxal phosphate phosphatase OS=Homo sapiens GN=PDXP PE=1 SV=2,PDXP,42,212,296,31.678,6.55,87,0.999,0.982,1.015,0.948,0.875,0.702,0.625,0.525,0.485,0.388
Q96GF1,E3 ubiquitin-protein ligase RNF185 OS=Homo sapiens GN=RNF185 PE=1 SV=1,RNF185,1,3,192,20.446,6.52,1,0.999,0.873,0.788,0.669,0.423,0.339,0.224,0.183,0.198,0.189
Q96GG9,DCN1-like protein 1 OS=Homo sapiens GN=DCUN1D1 PE=1 SV=1,DCUN1D1,20,52,259,30.105,5.34,21,0.999,0.988,1.01,0.948,0.795,0.329,0.125,0.091,0.084,0.076
Q96GI7,Protein FAM89A OS=Homo sapiens GN=FAM89A PE=2 SV=1,FAM89A,3,6,184,19.557,5.92,3,0.999,1.04,0.951,0.859,0.58,0.339,0.211,0.123,0.111,0.119
Q96GJ1,tRNA (uracil(54)-C(5))-methyltransferase homolog OS=Homo sapiens GN=TRMT2B PE=2 SV=1,TRMT2B,5,8,504,56.44,8.81,3,0.999,1,0.958,0.836,0.59,0.342,0.148,0.096,0.091,0.099
Q96GK7,Fumarylacetoacetate hydrolase domain-containing protein 2A OS=Homo sapiens GN=FAHD2A PE=1 SV=1,FAHD2A,47,215,314,34.574,8.24,64,0.999,0.975,0.976,0.901,0.832,0.587,0.457,0.288,0.168,0.099
Q96GM5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 OS=Homo sapiens GN=SMARCD1 PE=1 SV=2,SMARCD1,39,94,515,58.196,9.25,35,0.999,0.981,0.892,0.597,0.39,0.248,0.148,0.11,0.123,0.119
Q96GM8,Target of EGR1 protein 1 OS=Homo sapiens GN=TOE1 PE=1 SV=1,TOE1,43,100,510,56.512,7.18,49,0.999,0.992,1.024,0.904,0.757,0.53,0.285,0.12,0.074,0.081
Q96GP6,Scavenger receptor class F member 2 OS=Homo sapiens GN=SCARF2 PE=1 SV=4,SCARF2,9,17,870,92.418,8.44,8,0.999,0.957,0.995,0.955,0.95,0.771,0.63,0.478,0.339,0.226
Q96GQ7,Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens GN=DDX27 PE=1 SV=2,DDX27,38,78,796,89.779,9.28,37,0.999,1.048,1.036,1.063,0.757,0.313,0.167,0.114,0.1,0.102
Q96GS4,Uncharacterized protein C17orf59 OS=Homo sapiens GN=C17orf59 PE=1 SV=2,C17orf59,24,52,357,37.204,5.76,25,0.999,1.005,1.02,1.035,0.846,0.64,0.448,0.269,0.166,0.139
Q96GS6,Isoform 2 of Abhydrolase domain-containing protein FAM108A1 OS=Homo sapiens GN=FAM108A1,FAM108A1,1,2,361,39.11,7.39,1,0.999,1.123,0.908,0.899,1.233,0.999,0.804,0.883,0.848,0.449
Q96GV9,UNC119-binding protein C5orf30 OS=Homo sapiens GN=C5orf30 PE=1 SV=1,C5orf30,1,2,206,23.069,9.45,1,0.999,0.893,0.788,0.499,0.333,0.139,0.064,0.063,0.048,0.069
Q96GW9,"Methionine--tRNA ligase, mitochondrial OS=Homo sapiens GN=MARS2 PE=1 SV=2",MARS2,49,125,593,66.549,8.09,63,0.999,0.981,0.959,0.928,0.802,0.617,0.447,0.241,0.129,0.109
Q96GX2,Putative ataxin-7-like protein 3B OS=Homo sapiens GN=ATXN7L3B PE=3 SV=2,ATXN7L3B,12,67,97,10.764,4.36,32,0.999,1.021,1.024,0.97,0.757,0.515,0.308,0.172,0.119,0.11
Q96GX5,Serine/threonine-protein kinase greatwall OS=Homo sapiens GN=MASTL PE=1 SV=1,MASTL,24,75,879,97.257,5.99,19,0.999,1,0.907,0.705,0.472,0.265,0.136,0.094,0.082,0.079
Q96GY0,Zinc finger C2HC domain-containing protein 1A OS=Homo sapiens GN=ZC2HC1A PE=1 SV=2,ZC2HC1A,42,101,325,35.07,9.82,34,0.999,0.959,1.022,0.951,0.891,0.715,0.603,0.496,0.329,0.149
Q96GY3,Protein lin-37 homolog OS=Homo sapiens GN=LIN37 PE=1 SV=1,LIN37,7,14,246,28.365,8.7,7,0.999,1.014,0.83,0.673,0.483,0.304,0.226,0.181,0.137,0.142
Q96H20,Vacuolar-sorting protein SNF8 OS=Homo sapiens GN=SNF8 PE=1 SV=1,SNF8,34,103,258,28.846,6.65,49,0.999,1.013,0.985,0.908,0.625,0.343,0.143,0.106,0.098,0.092
Q96H35,Probable RNA-binding protein 18 OS=Homo sapiens GN=RBM18 PE=2 SV=1,RBM18,2,4,190,21.635,9.44,2,0.999,1.103,0.858,0.649,0.453,0.339,0.244,0.103,0.108,0.079
Q96H79,Zinc finger CCCH-type antiviral protein 1-like OS=Homo sapiens GN=ZC3HAV1L PE=1 SV=2,ZC3HAV1L,29,89,300,32.94,8.13,42,0.999,1.028,0.996,0.921,0.548,0.259,0.134,0.123,0.095,0.131
Q96HA1,Nuclear envelope pore membrane protein POM 121 OS=Homo sapiens GN=POM121 PE=1 SV=2,POM121,12,23,1249,127.642,10.56,12,0.999,1.029,0.996,0.956,0.792,0.507,0.363,0.266,0.178,0.169
Q96HA7,Tonsoku-like protein OS=Homo sapiens GN=TONSL PE=1 SV=2,TONSL,3,6,1378,150.834,6.42,3,0.999,0.793,0.428,0.279,0.316,0.199,0.131,0.149,0.158,0.179
Q96HA8,Protein N-terminal glutamine amidohydrolase OS=Homo sapiens GN=WDYHV1 PE=1 SV=2,WDYHV1,3,5,205,23.664,5.78,2,0.999,0.998,0.933,0.559,0.528,0.334,0.254,0.193,0.198,0.184
Q96HC4,PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5 PE=1 SV=5,PDLIM5,74,288,596,63.904,8.21,134,0.999,0.98,1.001,0.936,0.786,0.491,0.247,0.138,0.115,0.109
Q96HE7,ERO1-like protein alpha OS=Homo sapiens GN=ERO1L PE=1 SV=2,ERO1L,69,354,468,54.358,5.68,138,0.999,0.963,0.976,0.872,0.781,0.366,0.197,0.16,0.148,0.159
Q96HJ3,Coiled-coil domain-containing protein 34 OS=Homo sapiens GN=CCDC34 PE=2 SV=2,CCDC34,1,2,373,43.199,7.4,1,0.999,1.113,0.858,0.809,0.723,0.599,0.454,0.493,0.588,0.499
Q96HJ9,UPF0562 protein C7orf55 OS=Homo sapiens GN=C7orf55 PE=1 SV=2,C7orf55,9,14,113,12.741,10.07,5,0.999,0.983,0.978,0.927,0.801,0.625,0.512,0.315,0.178,0.097
Q96HN2,Isoform 2 of Putative adenosylhomocysteinase 3 OS=Homo sapiens GN=AHCYL2,AHCYL2,83,343,610,66.55,7.36,33,0.999,1.003,1.014,0.96,0.818,0.608,0.482,0.382,0.297,0.198
