Accession,Description,GeneName,Peptides,PSMs,AAs,MW.kDA,pI,QuantifyingPSMs,T37,T40,T43,T46,T49,T52,T55,T58,T61,T64
Q96PM5,RING finger and CHY zinc finger domain-containing protein 1 OS=Homo sapiens GN=RCHY1 PE=1 SV=1,RCHY1,6,12,261,30.09,6.71,5,0.992,0.872,0.915,0.875,0.715,0.512,0.355,0.308,0.221,0.228
Q96PP4,Testis-specific gene 13 protein OS=Homo sapiens GN=TSGA13 PE=1 SV=1,TSGA13,1,1,275,31.758,10.07,1,0.992,3.036,2.603,3.807,1.173,0.748,1.205,0.734,0.649,0.822
Q96PP8,Guanylate-binding protein 5 OS=Homo sapiens GN=GBP5 PE=1 SV=1,GBP5,1,1,586,66.575,5.55,1,0.992,0.926,0.943,1.017,0.973,0.818,0.775,0.524,0.429,0.262
Q96PQ0,VPS10 domain-containing receptor SorCS2 OS=Homo sapiens GN=SORCS2 PE=1 SV=3,SORCS2,4,10,1159,128.071,7.08,3,0.992,0.941,1.113,0.982,0.953,0.708,0.65,0.634,0.394,0.552
Q96PQ7,Isoform 3 of Kelch-like protein 5 OS=Homo sapiens GN=KLHL5,KLHL5,1,1,770,86.605,6.54,1,0.992,1.026,0.973,0.927,0.653,0.258,0.165,0.104,0.119,0.082
Q96PU4,E3 ubiquitin-protein ligase UHRF2 OS=Homo sapiens GN=UHRF2 PE=1 SV=1,UHRF2,2,4,802,89.928,8.21,2,0.992,0.866,0.313,0.307,0.233,0.208,0.165,0.164,0.149,0.177
Q96PU5,E3 ubiquitin-protein ligase NEDD4-like OS=Homo sapiens GN=NEDD4L PE=1 SV=2,NEDD4L,18,39,975,111.862,5.82,14,0.992,0.991,0.86,0.724,0.503,0.358,0.28,0.176,0.162,0.119
Q96PU8,Protein quaking OS=Homo sapiens GN=QKI PE=1 SV=1,QKI,3,5,341,37.647,8.56,3,0.992,0.986,0.769,0.617,0.43,0.291,0.232,0.164,0.153,0.118
Q96PY6,Isoform 3 of Serine/threonine-protein kinase Nek1 OS=Homo sapiens GN=NEK1,NEK1,1,2,1286,145.724,6.01,1,0.992,0.996,0.503,0.317,0.413,0.178,0.215,0.144,0.169,0.132
Q96PZ0,Pseudouridylate synthase 7 homolog OS=Homo sapiens GN=PUS7 PE=1 SV=2,PUS7,87,267,661,74.988,6.37,121,0.992,0.972,0.935,0.81,0.642,0.448,0.267,0.161,0.126,0.103
Q96Q05,Isoform 2 of Trafficking protein particle complex subunit 9 OS=Homo sapiens GN=TRAPPC9,TRAPPC9,20,40,1246,139.349,7.21,19,0.992,1.021,0.885,0.703,0.526,0.35,0.233,0.173,0.153,0.123
Q96Q11,"CCA tRNA nucleotidyltransferase 1, mitochondrial OS=Homo sapiens GN=TRNT1 PE=1 SV=2",TRNT1,46,102,434,50.096,8.1,47,0.992,0.988,0.972,0.865,0.581,0.274,0.17,0.115,0.114,0.09
Q96Q45,Isoform 3 of Transmembrane protein 237 OS=Homo sapiens GN=TMEM237,TMEM237,9,19,432,48.214,8.98,7,0.992,0.892,0.958,0.928,0.99,0.849,0.645,0.438,0.282,0.209
Q96Q83,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3 OS=Homo sapiens GN=ALKBH3 PE=1 SV=1,ALKBH3,6,11,286,33.354,8.4,5,0.992,0.943,0.869,0.77,0.609,0.515,0.394,0.366,0.315,0.335
Q96Q89,Isoform 2 of Kinesin-like protein KIF20B OS=Homo sapiens GN=KIF20B,KIF20B,5,9,1853,214.144,5.91,4,0.992,0.846,0.698,0.425,0.271,0.176,0.13,0.092,0.104,0.076
Q96QB1,Rho GTPase-activating protein 7 OS=Homo sapiens GN=DLC1 PE=1 SV=4,DLC1,1,1,1528,170.485,6.4,1,0.992,0.906,0.903,0.627,0.183,0.048,0.055,0.034,0.099,0.062
Q96QC0,Serine/threonine-protein phosphatase 1 regulatory subunit 10 OS=Homo sapiens GN=PPP1R10 PE=1 SV=1,PPP1R10,46,104,940,98.996,9.17,48,0.992,1.008,0.8,0.671,0.579,0.44,0.337,0.205,0.132,0.11
Q96QC4,MHC class I polypeptide-related sequence A OS=Homo sapiens GN=MICA PE=2 SV=1,MICA,5,10,332,37.81,6.9,4,0.992,1.066,1.103,0.997,1.073,1.338,1.125,0.784,0.559,0.462
Q96QD8,Sodium-coupled neutral amino acid transporter 2 OS=Homo sapiens GN=SLC38A2 PE=1 SV=2,SLC38A2,5,14,506,55.99,8,7,0.992,1.052,1.066,0.872,0.713,0.575,0.434,0.378,0.232,0.268
Q96QF0,Rab-3A-interacting protein OS=Homo sapiens GN=RAB3IP PE=1 SV=1,RAB3IP,7,12,476,52.988,5.97,4,0.992,0.951,0.853,0.827,0.678,0.478,0.305,0.254,0.174,0.127
Q96QG7,Myotubularin-related protein 9 OS=Homo sapiens GN=MTMR9 PE=1 SV=1,MTMR9,10,19,549,63.421,6.39,10,0.992,1.031,0.965,0.902,0.673,0.418,0.305,0.196,0.169,0.159
Q96QK1,Vacuolar protein sorting-associated protein 35 OS=Homo sapiens GN=VPS35 PE=1 SV=2,VPS35,86,455,796,91.649,5.49,222,0.992,0.966,0.94,0.924,0.77,0.48,0.2,0.127,0.119,0.083
Q96QR8,Transcriptional activator protein Pur-beta OS=Homo sapiens GN=PURB PE=1 SV=3,PURB,12,25,312,33.22,5.43,9,0.992,0.936,0.834,0.723,0.585,0.376,0.28,0.187,0.136,0.083
Q96QS3,Homeobox protein ARX OS=Homo sapiens GN=ARX PE=1 SV=1,ARX,1,2,562,58.124,5.24,1,0.992,0.966,1.023,0.927,0.783,0.578,0.335,0.224,0.149,0.142
Q96QU6,1-aminocyclopropane-1-carboxylate synthase-like protein 1 OS=Homo sapiens GN=ACCS PE=2 SV=1,ACCS,3,6,501,57.287,6.43,3,0.992,1.246,1.179,1.107,1.02,0.861,0.645,0.614,0.333,0.352
Q96QU8,Exportin-6 OS=Homo sapiens GN=XPO6 PE=1 SV=1,XPO6,18,34,1125,128.801,6.35,17,0.992,1.07,0.829,0.733,0.479,0.377,0.293,0.221,0.166,0.138
Q96QZ7,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 OS=Homo sapiens GN=MAGI1 PE=1 SV=3",MAGI1,29,65,1491,164.481,7.58,24,0.992,1.009,1.033,0.904,0.718,0.475,0.3,0.204,0.162,0.159
Q96R05,Retinoid-binding protein 7 OS=Homo sapiens GN=RBP7 PE=1 SV=1,RBP7,12,50,134,15.526,7.8,20,0.992,1.005,0.99,0.83,0.609,0.456,0.336,0.241,0.151,0.115
Q96R06,Sperm-associated antigen 5 OS=Homo sapiens GN=SPAG5 PE=1 SV=2,SPAG5,13,23,1193,134.338,5,12,0.992,1.084,0.698,0.564,0.396,0.268,0.225,0.161,0.174,0.147
Q96RE7,Nucleus accumbens-associated protein 1 OS=Homo sapiens GN=NACC1 PE=1 SV=1,NACC1,6,12,527,57.222,5.74,6,0.992,0.906,0.514,0.415,0.27,0.204,0.15,0.089,0.094,0.07
Q96RF0,Sorting nexin-18 OS=Homo sapiens GN=SNX18 PE=1 SV=2,SNX18,11,28,628,68.851,5.68,13,0.992,1,0.949,0.802,0.47,0.33,0.265,0.215,0.144,0.142
Q96RG2,Isoform 2 of PAS domain-containing serine/threonine-protein kinase OS=Homo sapiens GN=PASK,PASK,18,36,1330,143.593,4.88,17,0.992,1.003,0.837,0.724,0.543,0.32,0.208,0.155,0.136,0.107
Q96RN5,Mediator of RNA polymerase II transcription subunit 15 OS=Homo sapiens GN=MED15 PE=1 SV=2,MED15,17,39,788,86.699,9.42,17,0.992,1.004,0.941,0.797,0.671,0.5,0.363,0.283,0.166,0.155
Q96RP9,"Elongation factor G, mitochondrial OS=Homo sapiens GN=GFM1 PE=1 SV=2",GFM1,76,203,751,83.418,7.01,65,0.992,0.918,0.898,0.729,0.413,0.196,0.139,0.084,0.083,0.06
Q96RQ3,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Homo sapiens GN=MCCC1 PE=1 SV=3",MCCC1,17,36,725,80.422,7.78,16,0.992,0.997,1.084,0.977,0.822,0.352,0.235,0.189,0.137,0.109
Q96RR1,"Twinkle protein, mitochondrial OS=Homo sapiens GN=PEO1 PE=1 SV=1",PEO1,1,3,684,77.106,8.98,2,0.992,1.096,1.213,1.087,1.013,0.998,0.755,0.484,0.199,0.222
Q96RR4,Calcium/calmodulin-dependent protein kinase kinase 2 OS=Homo sapiens GN=CAMKK2 PE=1 SV=2,CAMKK2,2,3,588,64.705,6.68,1,0.992,0.896,0.633,0.517,0.343,0.218,0.135,0.094,0.099,0.072
Q96RS0,Trimethylguanosine synthase OS=Homo sapiens GN=TGS1 PE=1 SV=3,TGS1,3,5,853,96.56,4.94,2,0.992,1.116,0.728,0.552,0.358,0.228,0.17,0.124,0.129,0.112
Q96RS6,NudC domain-containing protein 1 OS=Homo sapiens GN=NUDCD1 PE=1 SV=2,NUDCD1,59,236,583,66.713,5.11,112,0.992,0.963,0.909,0.785,0.579,0.361,0.206,0.118,0.104,0.072
Q96RT1,Isoform 8 of Protein LAP2 OS=Homo sapiens GN=ERBB2IP,ERBB2IP,41,88,1419,158.926,5.63,40,0.992,0.944,0.883,0.765,0.626,0.425,0.31,0.218,0.161,0.118
Q96RT7,Gamma-tubulin complex component 6 OS=Homo sapiens GN=TUBGCP6 PE=1 SV=3,TUBGCP6,2,3,1819,200.372,6.32,2,0.992,0.946,0.923,0.837,0.663,0.498,0.335,0.264,0.179,0.192
Q96RU2,Ubiquitin carboxyl-terminal hydrolase 28 OS=Homo sapiens GN=USP28 PE=1 SV=1,USP28,7,15,1077,122.414,5.2,7,0.992,0.975,0.631,0.434,0.316,0.271,0.199,0.172,0.143,0.112
Q96RU3,Formin-binding protein 1 OS=Homo sapiens GN=FNBP1 PE=1 SV=2,FNBP1,23,47,617,71.262,5.72,25,0.992,0.994,0.81,0.591,0.363,0.254,0.203,0.132,0.111,0.087
Q96RW7,Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2,HMCN1,3,3,5635,613.001,6.49,2,0.992,0.911,0.978,0.862,0.753,0.463,0.275,0.229,0.239,0.202
Q96RY7,Intraflagellar transport protein 140 homolog OS=Homo sapiens GN=IFT140 PE=1 SV=1,IFT140,2,3,1462,165.087,6.04,1,0.992,0.946,0.713,0.507,0.383,0.288,0.215,0.174,0.129,0.102
Q96S16,JmjC domain-containing protein 8 OS=Homo sapiens GN=JMJD8 PE=2 SV=1,JMJD8,2,4,334,36.847,9.72,2,0.992,0.866,0.748,0.587,0.493,0.368,0.26,0.229,0.184,0.172
Q96S19,UPF0585 protein C16orf13 OS=Homo sapiens GN=C16orf13 PE=1 SV=2,C16orf13,13,30,204,22.564,7.83,14,0.992,0.975,0.945,0.797,0.479,0.262,0.191,0.139,0.125,0.095
Q96S21,Ras-related protein Rab-40C OS=Homo sapiens GN=RAB40C PE=1 SV=1,RAB40C,3,6,281,31.284,9.19,2,0.992,1.216,0.908,0.932,0.703,0.573,0.36,0.174,0.149,0.267
Q96S44,TP53-regulating kinase OS=Homo sapiens GN=TP53RK PE=1 SV=2,TP53RK,24,85,253,28.143,9.54,41,0.992,0.981,0.966,0.897,0.81,0.68,0.537,0.311,0.146,0.08
Q96S52,GPI transamidase component PIG-S OS=Homo sapiens GN=PIGS PE=1 SV=3,PIGS,4,9,555,61.617,6.49,6,0.992,0.973,0.973,0.97,0.89,0.808,0.719,0.73,0.493,0.718
Q96S55,ATPase WRNIP1 OS=Homo sapiens GN=WRNIP1 PE=1 SV=2,WRNIP1,32,69,665,72.088,6.1,34,0.992,0.98,0.604,0.496,0.352,0.25,0.181,0.146,0.127,0.112
Q96S59,Ran-binding protein 9 OS=Homo sapiens GN=RANBP9 PE=1 SV=1,RANBP9,33,92,729,77.798,6.79,38,0.992,1,0.9,0.79,0.574,0.342,0.209,0.133,0.145,0.092
Q96S66,Chloride channel CLIC-like protein 1 OS=Homo sapiens GN=CLCC1 PE=1 SV=1,CLCC1,2,3,551,61.983,5.55,1,0.992,0.966,0.813,0.847,0.813,0.868,0.845,0.654,0.359,0.442
Q96S82,Ubiquitin-like protein 7 OS=Homo sapiens GN=UBL7 PE=1 SV=2,UBL7,9,20,380,40.485,5.07,11,0.992,1.038,0.961,0.878,0.577,0.312,0.212,0.167,0.148,0.123
Q96S94,Cyclin-L2 OS=Homo sapiens GN=CCNL2 PE=1 SV=1,CCNL2,2,4,520,58.111,10.26,2,0.992,1.006,0.758,0.377,0.258,0.163,0.125,0.104,0.079,0.057
Q96S99,Pleckstrin homology domain-containing family F member 1 OS=Homo sapiens GN=PLEKHF1 PE=1 SV=3,PLEKHF1,1,1,279,31.175,8.24,1,0.992,1.076,1.033,0.737,0.643,0.638,0.605,0.374,0.269,0.392
Q96SB3,Neurabin-2 OS=Homo sapiens GN=PPP1R9B PE=1 SV=2,PPP1R9B,59,151,815,89.138,4.97,64,0.992,0.935,0.946,0.718,0.46,0.285,0.206,0.157,0.13,0.105
Q96SB4,SRSF protein kinase 1 OS=Homo sapiens GN=SRPK1 PE=1 SV=2,SRPK1,37,112,655,74.278,6.16,37,0.992,1.022,1.05,0.916,0.6,0.343,0.2,0.155,0.14,0.11
Q96SB8,Isoform 2 of Structural maintenance of chromosomes protein 6 OS=Homo sapiens GN=SMC6,SMC6,8,16,1117,129.073,7.15,8,0.992,0.944,0.832,0.725,0.499,0.258,0.197,0.159,0.154,0.124
Q96SD1,Protein artemis OS=Homo sapiens GN=DCLRE1C PE=1 SV=2,DCLRE1C,4,8,692,78.387,6.02,4,0.992,1.041,0.981,0.899,0.676,0.489,0.342,0.264,0.199,0.217
Q96SI1,BTB/POZ domain-containing protein KCTD15 OS=Homo sapiens GN=KCTD15 PE=1 SV=1,KCTD15,3,6,283,31.922,7.44,3,0.992,0.936,0.886,0.817,0.746,0.648,0.555,0.494,0.319,0.308
Q96SI9,Spermatid perinuclear RNA-binding protein OS=Homo sapiens GN=STRBP PE=1 SV=1,STRBP,42,143,672,73.606,8.72,20,0.992,0.958,0.916,0.704,0.478,0.29,0.208,0.13,0.137,0.102
Q96SL4,Glutathione peroxidase 7 OS=Homo sapiens GN=GPX7 PE=1 SV=1,GPX7,1,2,187,20.983,8.27,1,0.992,1.046,1.063,0.987,0.963,0.868,0.605,0.384,0.229,0.222
Q96SN8,CDK5 regulatory subunit-associated protein 2 OS=Homo sapiens GN=CDK5RAP2 PE=1 SV=5,CDK5RAP2,6,13,1893,214.905,5.58,4,0.992,0.931,0.768,0.752,0.613,0.473,0.33,0.224,0.154,0.142
Q96ST2,Protein IWS1 homolog OS=Homo sapiens GN=IWS1 PE=1 SV=2,IWS1,42,97,819,91.899,4.69,44,0.992,0.975,0.788,0.544,0.338,0.255,0.195,0.163,0.156,0.13
Q96ST3,Paired amphipathic helix protein Sin3a OS=Homo sapiens GN=SIN3A PE=1 SV=2,SIN3A,49,94,1273,145.085,7.25,43,0.992,0.992,0.792,0.577,0.371,0.248,0.195,0.153,0.124,0.099
Q96ST8,Centrosomal protein of 89 kDa OS=Homo sapiens GN=CEP89 PE=1 SV=3,CEP89,2,3,783,89.534,6.8,3,0.992,0.931,0.988,1.072,0.963,0.883,0.825,0.729,0.324,0.192
Q96SW2,Protein cereblon OS=Homo sapiens GN=CRBN PE=1 SV=1,CRBN,10,28,442,50.513,5.63,11,0.992,0.948,0.944,0.929,0.77,0.597,0.427,0.215,0.123,0.091
Q96SZ5,2-aminoethanethiol dioxygenase OS=Homo sapiens GN=ADO PE=1 SV=2,ADO,27,59,270,29.732,6.04,29,0.992,0.919,0.932,0.875,0.759,0.618,0.485,0.355,0.212,0.158
Q96SZ6,CDK5 regulatory subunit-associated protein 1 OS=Homo sapiens GN=CDK5RAP1 PE=1 SV=2,CDK5RAP1,13,25,601,67.646,8.21,10,0.992,0.953,0.703,0.528,0.429,0.295,0.221,0.171,0.131,0.107
Q96T21,Selenocysteine insertion sequence-binding protein 2 OS=Homo sapiens GN=SECISBP2 PE=1 SV=2,SECISBP2,1,2,854,95.402,8.12,1,0.992,0.926,0.763,0.627,0.473,0.268,0.015,0.094,0.109,0.002
Q96T23,Remodeling and spacing factor 1 OS=Homo sapiens GN=RSF1 PE=1 SV=2,RSF1,9,16,1441,163.72,5.01,7,0.992,1.014,1.032,0.922,0.831,0.631,0.544,0.323,0.207,0.303
Q96T37,Putative RNA-binding protein 15 OS=Homo sapiens GN=RBM15 PE=1 SV=2,RBM15,9,20,977,107.124,10.08,10,0.992,0.994,0.764,0.443,0.346,0.253,0.176,0.142,0.142,0.129
Q96T51,RUN and FYVE domain-containing protein 1 OS=Homo sapiens GN=RUFY1 PE=1 SV=2,RUFY1,51,108,708,79.767,5.74,25,0.992,1.102,0.799,0.607,0.408,0.27,0.2,0.148,0.138,0.098
Q96T58,Msx2-interacting protein OS=Homo sapiens GN=SPEN PE=1 SV=1,SPEN,22,49,3664,402.004,7.64,17,0.992,0.982,0.951,0.861,0.756,0.607,0.461,0.345,0.219,0.199
Q96T60,Bifunctional polynucleotide phosphatase/kinase OS=Homo sapiens GN=PNKP PE=1 SV=1,PNKP,15,30,521,57.04,8.46,14,0.992,0.91,0.877,0.629,0.422,0.318,0.235,0.184,0.143,0.11
Q96T66,Nicotinamide mononucleotide adenylyltransferase 3 OS=Homo sapiens GN=NMNAT3 PE=1 SV=2,NMNAT3,5,10,252,28.304,9.22,5,0.992,0.944,0.905,0.807,0.581,0.29,0.211,0.18,0.145,0.11
Q96T76,Isoform 5 of MMS19 nucleotide excision repair protein homolog OS=Homo sapiens GN=MMS19,MMS19,26,53,1051,115.631,6.52,23,0.992,0.922,0.696,0.471,0.278,0.187,0.141,0.088,0.112,0.077
Q96T88,Isoform 2 of E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1,UHRF1,14,29,806,91.059,7.44,13,0.992,0.884,0.729,0.514,0.42,0.315,0.257,0.2,0.17,0.127
Q96T98,Protocadherin-psi1 OS=Homo sapiens GN=PCDHB17 PE=2 SV=1,PCDHB17,2,6,587,64.812,5,6,0.992,1.081,1.048,1.107,1.088,0.878,0.975,0.934,0.419,0.652
Q96TA1,Niban-like protein 1 OS=Homo sapiens GN=FAM129B PE=1 SV=3,FAM129B,65,197,746,84.085,6.19,92,0.992,1.031,0.845,0.746,0.514,0.264,0.145,0.094,0.095,0.07
Q96TA2,ATP-dependent zinc metalloprotease YME1L1 OS=Homo sapiens GN=YME1L1 PE=1 SV=2,YME1L1,2,4,773,86.401,8.76,2,0.992,1.011,0.983,1.067,0.778,0.663,0.41,0.354,0.219,0.267
Q96TC7,Regulator of microtubule dynamics protein 3 OS=Homo sapiens GN=RMDN3 PE=1 SV=2,RMDN3,2,4,470,52.086,5.1,2,0.992,1.086,1.043,1.047,0.843,0.588,0.215,0.244,0.189,0.182
Q99081,Isoform 3 of Transcription factor 12 OS=Homo sapiens GN=TCF12,TCF12,6,12,706,75.799,6.9,5,0.992,0.898,0.633,0.491,0.413,0.288,0.239,0.158,0.117,0.132
Q99417,C-Myc-binding protein OS=Homo sapiens GN=MYCBP PE=1 SV=3,MYCBP,27,101,103,11.959,5.91,51,0.992,0.959,0.869,0.772,0.58,0.442,0.364,0.302,0.208,0.224
Q99426,Tubulin-folding cofactor B OS=Homo sapiens GN=TBCB PE=1 SV=2,TBCB,44,176,244,27.308,5.15,88,0.992,0.936,0.91,0.734,0.423,0.195,0.133,0.094,0.087,0.059
Q99436,Proteasome subunit beta type-7 OS=Homo sapiens GN=PSMB7 PE=1 SV=1,PSMB7,37,306,277,29.946,7.68,144,0.992,0.936,0.98,0.941,0.835,0.695,0.597,0.554,0.348,0.504
Q99442,Translocation protein SEC62 OS=Homo sapiens GN=SEC62 PE=1 SV=1,SEC62,3,6,399,45.833,7.12,3,0.992,0.909,1.189,0.84,0.686,0.761,0.512,0.707,0.236,0.418
Q99447,Ethanolamine-phosphate cytidylyltransferase OS=Homo sapiens GN=PCYT2 PE=1 SV=1,PCYT2,41,138,389,43.808,6.92,68,0.992,0.965,0.974,0.946,0.832,0.64,0.345,0.158,0.136,0.102
Q99453,Paired mesoderm homeobox protein 2B OS=Homo sapiens GN=PHOX2B PE=1 SV=2,PHOX2B,3,30,314,31.601,8.84,28,0.992,1.083,1.676,1.763,1.687,1.343,1.039,0.697,0.222,0.195
Q99457,Nucleosome assembly protein 1-like 3 OS=Homo sapiens GN=NAP1L3 PE=2 SV=2,NAP1L3,3,6,506,57.557,5.08,3,0.992,0.939,0.996,0.977,0.843,0.694,0.355,0.19,0.143,0.145
Q99459,Cell division cycle 5-like protein OS=Homo sapiens GN=CDC5L PE=1 SV=2,CDC5L,57,129,802,92.194,8.18,59,0.992,1,0.916,0.572,0.395,0.268,0.204,0.144,0.127,0.114
Q99460,26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens GN=PSMD1 PE=1 SV=2,PSMD1,131,792,953,105.769,5.39,366,0.992,0.974,0.918,0.787,0.586,0.37,0.219,0.127,0.111,0.077
Q99470,Stromal cell-derived factor 2 OS=Homo sapiens GN=SDF2 PE=1 SV=2,SDF2,6,14,211,23.011,7.33,7,0.992,0.941,0.893,0.802,0.808,0.663,0.53,0.379,0.274,0.227
Q99471,Prefoldin subunit 5 OS=Homo sapiens GN=PFDN5 PE=1 SV=2,PFDN5,29,264,154,17.317,6.33,126,0.992,0.971,0.967,0.944,0.879,0.783,0.683,0.603,0.328,0.238
Q99496,E3 ubiquitin-protein ligase RING2 OS=Homo sapiens GN=RNF2 PE=1 SV=1,RNF2,17,43,336,37.632,6.84,20,0.992,1.018,0.945,0.848,0.665,0.465,0.296,0.231,0.171,0.165
Q99497,Protein DJ-1 OS=Homo sapiens GN=PARK7 PE=1 SV=2,PARK7,68,1087,189,19.878,6.79,486,0.992,0.958,0.99,0.979,0.93,0.839,0.723,0.518,0.236,0.187
Q99504,Eyes absent homolog 3 OS=Homo sapiens GN=EYA3 PE=1 SV=3,EYA3,18,34,573,62.624,5.21,18,0.992,1.006,0.623,0.339,0.255,0.148,0.12,0.087,0.098,0.069
Q99519,Sialidase-1 OS=Homo sapiens GN=NEU1 PE=1 SV=1,NEU1,9,20,415,45.439,5.88,10,0.992,0.992,0.886,0.828,0.657,0.479,0.352,0.248,0.187,0.199
Q99523,Sortilin OS=Homo sapiens GN=SORT1 PE=1 SV=3,SORT1,9,17,831,92.009,5.74,8,0.992,0.948,1.06,0.888,0.968,0.865,0.587,0.349,0.178,0.159
Q99536,Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens GN=VAT1 PE=1 SV=2,VAT1,39,179,393,41.893,6.29,95,0.992,1.028,1.065,0.951,0.865,0.771,0.632,0.477,0.254,0.164
Q99538,Legumain OS=Homo sapiens GN=LGMN PE=1 SV=1,LGMN,15,49,433,49.379,6.55,24,0.992,0.925,0.846,0.796,0.65,0.472,0.269,0.17,0.126,0.104
Q99541,Perilipin-2 OS=Homo sapiens GN=PLIN2 PE=1 SV=2,PLIN2,4,8,437,48.045,6.8,4,0.992,0.99,0.87,0.775,0.694,0.536,0.383,0.324,0.213,0.199
Q99543,DnaJ homolog subfamily C member 2 OS=Homo sapiens GN=DNAJC2 PE=1 SV=4,DNAJC2,63,154,621,71.952,8.7,74,0.992,0.909,0.633,0.422,0.32,0.209,0.151,0.118,0.107,0.085
Q99547,M-phase phosphoprotein 6 OS=Homo sapiens GN=MPHOSPH6 PE=1 SV=2,MPHOSPH6,25,51,160,19.012,5.2,21,0.992,0.929,0.968,0.732,0.471,0.311,0.226,0.172,0.135,0.11
Q99549,Isoform 2 of M-phase phosphoprotein 8 OS=Homo sapiens GN=MPHOSPH8,MPHOSPH8,3,5,867,97.577,6.06,3,0.992,1.016,1.093,1.047,0.743,0.598,0.425,0.374,0.219,0.182
Q99567,Nuclear pore complex protein Nup88 OS=Homo sapiens GN=NUP88 PE=1 SV=2,NUP88,19,42,741,83.489,5.69,19,0.992,0.985,0.785,0.721,0.478,0.28,0.211,0.137,0.141,0.104
Q99569,Plakophilin-4 OS=Homo sapiens GN=PKP4 PE=1 SV=2,PKP4,15,29,1192,131.787,8.94,15,0.992,0.909,0.934,0.855,0.84,0.574,0.414,0.299,0.213,0.197
Q99570,Phosphoinositide 3-kinase regulatory subunit 4 OS=Homo sapiens GN=PIK3R4 PE=1 SV=3,PIK3R4,35,67,1358,153.007,7.17,30,0.992,1.036,0.803,0.669,0.491,0.312,0.201,0.135,0.139,0.108
Q99574,Neuroserpin OS=Homo sapiens GN=SERPINI1 PE=1 SV=1,SERPINI1,2,4,410,46.397,4.91,2,0.992,1.016,1.153,0.997,0.913,0.748,0.725,0.564,0.259,0.242
Q99575,Ribonucleases P/MRP protein subunit POP1 OS=Homo sapiens GN=POP1 PE=1 SV=2,POP1,64,169,1024,114.636,9.22,78,0.992,0.971,1.01,0.952,0.903,0.763,0.483,0.303,0.16,0.13
Q99576,Isoform 2 of TSC22 domain family protein 3 OS=Homo sapiens GN=TSC22D3,TSC22D3,4,8,200,22.199,4.89,2,0.992,1.001,0.938,0.822,0.753,0.613,0.455,0.444,0.374,0.347
Q99578,GTP-binding protein Rit2 OS=Homo sapiens GN=RIT2 PE=1 SV=1,RIT2,1,1,217,24.652,6.55,1,0.992,0.976,1.363,1.557,1.163,1.408,1.475,1.744,0.889,1.482
Q99584,Protein S100-A13 OS=Homo sapiens GN=S100A13 PE=1 SV=1,S100A13,18,152,98,11.464,6.16,68,0.992,0.918,0.975,0.916,0.823,0.649,0.559,0.422,0.254,0.247
Q99590,Protein SCAF11 OS=Homo sapiens GN=SCAF11 PE=1 SV=2,SCAF11,72,177,1463,164.551,8.41,83,0.992,0.962,1.012,0.883,0.818,0.711,0.512,0.371,0.219,0.229
Q99594,Transcriptional enhancer factor TEF-5 OS=Homo sapiens GN=TEAD3 PE=1 SV=2,TEAD3,2,4,435,48.646,8.4,2,0.992,0.891,0.738,0.567,0.428,0.253,0.215,0.149,0.104,0.082
Q99598,Translin-associated protein X OS=Homo sapiens GN=TSNAX PE=1 SV=1,TSNAX,58,262,290,33.092,6.55,121,0.992,0.929,0.914,0.893,0.857,0.804,0.662,0.574,0.354,0.308
Q99611,"Selenide, water dikinase 2 OS=Homo sapiens GN=SEPHS2 PE=2 SV=3",SEPHS2,4,7,448,47.276,5.88,4,0.992,1.006,1.023,0.917,0.843,0.778,0.625,0.594,0.479,0.552
Q99613,Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens GN=EIF3C PE=1 SV=1,EIF3C,127,579,913,105.278,5.68,272,0.992,1.033,0.94,0.621,0.341,0.223,0.16,0.121,0.114,0.087
Q99614,Tetratricopeptide repeat protein 1 OS=Homo sapiens GN=TTC1 PE=1 SV=1,TTC1,48,175,292,33.505,4.84,85,0.992,0.981,0.912,0.887,0.714,0.543,0.427,0.32,0.23,0.302
Q99615,DnaJ homolog subfamily C member 7 OS=Homo sapiens GN=DNAJC7 PE=1 SV=2,DNAJC7,86,268,494,56.405,6.96,133,0.992,0.998,0.78,0.556,0.272,0.166,0.119,0.089,0.102,0.068
Q99618,Cell division cycle-associated protein 3 OS=Homo sapiens GN=CDCA3 PE=1 SV=1,CDCA3,24,53,268,28.981,6.43,25,0.992,0.958,1.044,1.018,1,0.953,0.849,0.687,0.422,0.389
Q99622,Protein C10 OS=Homo sapiens GN=C12orf57 PE=1 SV=1,C12orf57,16,43,126,13.17,5.14,23,0.992,0.943,0.816,0.613,0.397,0.26,0.215,0.182,0.158,0.152
Q99623,Prohibitin-2 OS=Homo sapiens GN=PHB2 PE=1 SV=2,PHB2,25,52,299,33.276,9.83,25,0.992,1.09,1.107,0.981,0.965,0.79,0.741,0.62,0.637,0.918
